Constituency_No,Constituency_Name,Candidate,Party,Votes,Position,Alliance,Constituency_Type,Basmati,Region,Area,District_Name,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Winner in 2019,Recontesting?,Agri,
68,ATELI,SADHNA,Independent,76,9,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
69,MAHENDRAGARH,KANWAR SINGH,Bharatiya Janata Party,63036,1,BJP,GEN,Low,South Haryana,Rural,MAHENDRAGARH,40.6,2648,1.7,2,BJP,No,50 - 65%,
69,MAHENDRAGARH,RAO DAN SINGH,Indian National Congress,60388,2,INC+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,38.9,,,2,,Yes,50 - 65%,
69,MAHENDRAGARH,SANDEEP SINGH,Independent,20834,3,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,13.4,,,2,,No,50 - 65%,
69,MAHENDRAGARH,SURENDER KAUSHIK,Indian National Lok Dal,3933,4,INLD+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,2.5,,,2,,No,50 - 65%,
69,MAHENDRAGARH,DR. MANISH YADAV,Aam Aadmi Party,1740,5,AAP,GEN,Low,South Haryana,Rural,MAHENDRAGARH,1.1,,,2,,No,50 - 65%,
69,MAHENDRAGARH,BALWAN FAUJI,Independent,1695,6,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,1.1,,,2,,No,50 - 65%,
69,MAHENDRAGARH,DR. BHUP SINGH YADAV,Independent,1488,7,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,1,,,2,,No,50 - 65%,
69,MAHENDRAGARH,RAKESH SINGH,Rashtrawadi Janlok Party (Satya),850,8,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.5,,,2,Others,No,50 - 65%,
69,MAHENDRAGARH,SHASHI KUMAR,Aazad Samaj Party (Kanshi Ram),464,9,JNJP+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.3,,,2,,No,50 - 65%,
69,MAHENDRAGARH,NOTA,None of the Above,421,10,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.3,,,2,,No,50 - 65%,
69,MAHENDRAGARH,VED PRAKASH,Independent,294,11,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.2,,,2,,No,50 - 65%,
69,MAHENDRAGARH,VISHNU YADAV,Bharatiya Asha Party,142,12,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
69,MAHENDRAGARH,PUSHKAR RAJ GUPTA,Independent,71,13,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0,,,2,,No,50 - 65%,
69,MAHENDRAGARH,NARENDER KUMAR,Independent,45,14,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0,,,2,,No,50 - 65%,
70,NARNAUL,OM PRAKASH YADAV,Bharatiya Janata Party,57635,1,BJP,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,54.1,17171,16.1,2,,Yes,50 - 65%,
70,NARNAUL,RAO NARENDER SINGH,Indian National Congress,40464,2,INC+,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,38,,,2,,No,50 - 65%,
70,NARNAUL,RAVINDER SINGH MATRU,Aam Aadmi Party,6188,3,AAP,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,5.8,,,2,,No,50 - 65%,
70,NARNAUL,NOTA,None of the Above,535,4,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.5,,,2,,No,50 - 65%,
70,NARNAUL,NAR SINGH,Indian National Lok Dal,448,5,INLD+,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.4,,,2,,No,50 - 65%,
70,NARNAUL,SURESH KUMAR SAINI,Jannayak Janta Party,440,6,JNJP+,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.4,,,2,,No,50 - 65%,
70,NARNAUL,UMAKANT,Independent,286,7,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.3,,,2,BJP,No,50 - 65%,
70,NARNAUL,KRISHAN KUMAR,Independent,211,8,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.2,,,2,,No,50 - 65%,
70,NARNAUL,KRISHAN KUMAR,Independent,148,9,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
70,NARNAUL,TEJ PRAKASH,Bhartiya Shakti Chetna Party,114,10,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
70,NARNAUL,VIKAS,Right to Recall Party,56,11,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
70,NARNAUL,SABHARAM,Independent,51,12,Others,GEN,Low,South Haryana,Semi-rural,MAHENDRAGARH,0,,,2,,No,50 - 65%,
71,NANGAL CHAUDHRY,MANJU CHOUDHARY,Indian National Congress,61989,1,INC+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,52.3,6930,5.8,2,,No,50 - 65%,
71,NANGAL CHAUDHRY,DR. ABHE SINGH YADAV,Bharatiya Janata Party,55059,2,BJP,GEN,Low,South Haryana,Rural,MAHENDRAGARH,46.5,,,2,,Yes,50 - 65%,
71,NANGAL CHAUDHRY,RAO OM PRAKASH ENGINEER,Jannayak Janta Party,576,3,JNJP+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.5,,,2,,No,50 - 65%,
71,NANGAL CHAUDHRY,NOTA,None of the Above,386,4,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.3,,,2,,No,50 - 65%,
71,NANGAL CHAUDHRY,SAGAR CHAUHAN,Veer Lakshya Party,353,5,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.3,,,2,,No,50 - 65%,
71,NANGAL CHAUDHRY,KARTAR SINGH,Independent,110,6,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
72,BAWAL,DR. KRISHAN KUMAR,Bharatiya Janata Party,86858,1,BJP,SC,Low,South Haryana,Semi-rural,REWARI,55.3,20011,12.7,2,,No,Less than 50%,
72,BAWAL,DR. M.L. RANGA,Indian National Congress,66847,2,INC+,SC,Low,South Haryana,Semi-rural,REWARI,42.5,,,2,,No,Less than 50%,
72,BAWAL,SAMPAT RAM DAHANWAL,Indian National Lok Dal,1440,3,INLD+,SC,Low,South Haryana,Semi-rural,REWARI,0.9,,,2,,No,Less than 50%,
72,BAWAL,JAWAHAR LAL,Aam Aadmi Party,581,4,AAP,SC,Low,South Haryana,Semi-rural,REWARI,0.4,,,2,,No,Less than 50%,
72,BAWAL,NOTA,None of the Above,483,5,Others,SC,Low,South Haryana,Semi-rural,REWARI,0.3,,,2,,No,Less than 50%,
72,BAWAL,SUNIL KUMAR,Independent,251,6,Others,SC,Low,South Haryana,Semi-rural,REWARI,0.2,,,2,BJP,No,Less than 50%,
72,BAWAL,RAJ NARAYAN,Independent,170,7,Others,SC,Low,South Haryana,Semi-rural,REWARI,0.1,,,2,,No,Less than 50%,
72,BAWAL,MANGAT RAM,Independent,166,8,Others,SC,Low,South Haryana,Semi-rural,REWARI,0.1,,,2,,No,Less than 50%,
72,BAWAL,BALJEET,Independent,165,9,Others,SC,Low,South Haryana,Semi-rural,REWARI,0.1,,,2,,No,Less than 50%,
72,BAWAL,DR. LEKHRAM MEHRA,Loktanter Suraksha Party,107,10,Others,SC,Low,South Haryana,Semi-rural,REWARI,0.1,,,2,,No,Less than 50%,
72,BAWAL,INDER SINGH,Independent,67,11,Others,SC,Low,South Haryana,Semi-rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,ANIL YADAV,Bharatiya Janata Party,92185,1,BJP,GEN,Low,South Haryana,Rural,REWARI,51.8,17209,9.7,2,,No,Less than 50%,
73,KOSLI,JAGDISH YADAV,Indian National Congress,74976,2,INC+,GEN,Low,South Haryana,Rural,REWARI,42.1,,,2,,No,Less than 50%,
73,KOSLI,MANOJ KOSLIA,Independent,7302,3,Others,GEN,Low,South Haryana,Rural,REWARI,4.1,,,2,,No,Less than 50%,
73,KOSLI,NOTA,None of the Above,715,4,Others,GEN,Low,South Haryana,Rural,REWARI,0.4,,,2,,No,Less than 50%,
73,KOSLI,HARIOM YADAV KOSLIA,Independent,654,5,Others,GEN,Low,South Haryana,Rural,REWARI,0.4,,,2,INC+,No,Less than 50%,
73,KOSLI,RAJ KUMAR,Bahujan Samaj Party,563,6,INLD+,GEN,Low,South Haryana,Rural,REWARI,0.3,,,2,,No,Less than 50%,
73,KOSLI,LAVINDER SINGH,Jannayak Janta Party,310,7,JNJP+,GEN,Low,South Haryana,Rural,REWARI,0.2,,,2,,No,Less than 50%,
73,KOSLI,SANTOSH,Independent,293,8,Others,GEN,Low,South Haryana,Rural,REWARI,0.2,,,2,,No,Less than 50%,
73,KOSLI,COMRADE RAMKUMAR NIMOTH,Socialist Unity Centre Of India (COMMUNIST),273,9,Others,GEN,Low,South Haryana,Rural,REWARI,0.2,,,2,,No,Less than 50%,
73,KOSLI,SATYAVIR SINGH AMBEDKAR,Republican Party of India,230,10,Others,GEN,Low,South Haryana,Rural,REWARI,0.1,,,2,,No,Less than 50%,
73,KOSLI,MUKESH KUMAR,Independent,191,11,Others,GEN,Low,South Haryana,Rural,REWARI,0.1,,,2,INC+,No,Less than 50%,
73,KOSLI,ARTI RAO,Independent,88,12,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,TEJPAL YADAV KOSLI,Buland Bharat Party,80,13,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,KARAMJEET,Independent,68,14,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,ANIL KUMAR,Independent,56,15,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,NAVAL SINGH,Right to Recall Party,55,16,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,BHAGIRATH DABLA BOHTWAS,Bhartiya Janraj Party,41,17,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
73,KOSLI,INDERJEET,Independent,31,18,Others,GEN,Low,South Haryana,Rural,REWARI,0,,,2,,No,Less than 50%,
74,REWARI,LAXMAN SINGH YADAV,Bharatiya Janata Party,83747,1,BJP,GEN,Low,South Haryana,Semi-urban,REWARI,49.9,28769,17.2,2,INC+,No,Less than 50%,
74,REWARI,CHIRANJEEV RAO,Indian National Congress,54978,2,INC+,GEN,Low,South Haryana,Semi-urban,REWARI,32.8,,,2,,Yes,Less than 50%,
74,REWARI,SATISH YADAV,Aam Aadmi Party,18427,3,AAP,GEN,Low,South Haryana,Semi-urban,REWARI,11,,,2,,No,Less than 50%,
74,REWARI,PRASHANT SUNNY YADAV,Independent,7787,4,Others,GEN,Low,South Haryana,Semi-urban,REWARI,4.6,,,2,,No,Less than 50%,
74,REWARI,SOMANY VIJAY,Bahujan Samaj Party,757,5,INLD+,GEN,Low,South Haryana,Semi-urban,REWARI,0.5,,,2,,No,Less than 50%,
74,REWARI,NOTA,None of the Above,665,6,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0.4,,,2,,No,Less than 50%,
74,REWARI,SHISHUPAL,Independent,354,7,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0.2,,,2,,No,Less than 50%,
74,REWARI,SANJAY SHARMA,Independent,278,8,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0.2,,,2,BJP,No,Less than 50%,
74,REWARI,MOKI DEVI,Aazad Samaj Party (Kanshi Ram),206,9,JNJP+,GEN,Low,South Haryana,Semi-urban,REWARI,0.1,,,2,,No,Less than 50%,
74,REWARI,RANBIR SINGH,Rashtriya Lokswaraj Party,174,10,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0.1,,,2,,No,Less than 50%,
74,REWARI,KARTAR SINGH THEKEDAR,Peoples Party of India (Democratic),154,11,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0.1,,,2,,No,Less than 50%,
74,REWARI,RAO JITENDER KUMAR,Independent,86,12,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0.1,,,2,,No,Less than 50%,
74,REWARI,OMDUTT YADAV,Independent,54,13,Others,GEN,Low,South Haryana,Semi-urban,REWARI,0,,,2,,No,Less than 50%,
75,PATAUDI,BIMLA CHAUDHARY,Bharatiya Janata Party,98519,1,BJP,SC,Low,South Haryana,Semi-urban,GURGAON,62.4,46530,29.5,2,,No,Less than 50%,
75,PATAUDI,PEARL CHOUDHARY,Indian National Congress,51989,2,INC+,SC,Low,South Haryana,Semi-urban,GURGAON,32.9,,,2,,No,Less than 50%,
75,PATAUDI,PAWAN KUMAR BHORA,Indian National Lok Dal,3214,3,INLD+,SC,Low,South Haryana,Semi-urban,GURGAON,2,,,2,BJP,No,Less than 50%,
75,PATAUDI,PARDEEP JATAULI,Aam Aadmi Party,1874,4,AAP,SC,Low,South Haryana,Semi-urban,GURGAON,1.2,,,2,,No,Less than 50%,
75,PATAUDI,AMARNATH J. E.,Jannayak Janta Party,963,5,JNJP+,SC,Low,South Haryana,Semi-urban,GURGAON,0.6,,,2,,No,Less than 50%,
75,PATAUDI,NOTA,None of the Above,668,6,Others,SC,Low,South Haryana,Semi-urban,GURGAON,0.4,,,2,,No,Less than 50%,
75,PATAUDI,GURDASS,Independent,381,7,Others,SC,Low,South Haryana,Semi-urban,GURGAON,0.2,,,2,,No,Less than 50%,
75,PATAUDI,SATYAVIR JANAULA,Independent,285,8,Others,SC,Low,South Haryana,Semi-urban,GURGAON,0.2,,,2,,No,Less than 50%,
76,BADSHAHPUR,RAO NARBIR SINGH,Bharatiya Janata Party,145503,1,BJP,GEN,Low,South Haryana,Urban,GURGAON,51.5,60705,21.5,2,,No,Less than 50%,
76,BADSHAHPUR,VARDHAN YADAV,Indian National Congress,84798,2,INC+,GEN,Low,South Haryana,Urban,GURGAON,30,,,2,,No,Less than 50%,
76,BADSHAHPUR,KUMUDNI RAKESH DAULTABAD,Independent,30885,3,Others,GEN,Low,South Haryana,Urban,GURGAON,10.9,,,2,,No,Less than 50%,
76,BADSHAHPUR,BIR SINGH BIRU SARPANCH,Aam Aadmi Party,12943,4,AAP,GEN,Low,South Haryana,Urban,GURGAON,4.6,,,2,,No,Less than 50%,
76,BADSHAHPUR,COMRADE BALWAN SINGH,Socialist Unity Centre Of India (COMMUNIST),3038,5,Others,GEN,Low,South Haryana,Urban,GURGAON,1.1,,,2,,No,Less than 50%,
76,BADSHAHPUR,NOTA,None of the Above,1803,6,Others,GEN,Low,South Haryana,Urban,GURGAON,0.6,,,2,,No,Less than 50%,
76,BADSHAHPUR,JOGINDER SINGH,Bahujan Samaj Party,1561,7,INLD+,GEN,Low,South Haryana,Urban,GURGAON,0.6,,,2,BJP,No,Less than 50%,
76,BADSHAHPUR,SURENDER KUMAR,Jannayak Janta Party,441,8,JNJP+,GEN,Low,South Haryana,Urban,GURGAON,0.2,,,2,,No,Less than 50%,
76,BADSHAHPUR,RAVINDER YADAV,Independent,403,9,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
76,BADSHAHPUR,SATISH,Independent,225,10,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
76,BADSHAHPUR,RAMBHAGAT YADAV,Independent,192,11,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
76,BADSHAHPUR,VINOD KUMAR,Independent,179,12,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
76,BADSHAHPUR,RAKESH BHARDWAJ,Independent,159,13,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
76,BADSHAHPUR,CHANDERPAL,Bhartiya Shakti Chetna Party,155,14,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,MUKESH SHARMA,Bharatiya Janata Party,122615,1,BJP,GEN,Low,South Haryana,Urban,GURGAON,53.3,68045,29.6,2,,No,Less than 50%,
77,GURGAON,NAVEEN GOYAL,Independent,54570,2,Others,GEN,Low,South Haryana,Urban,GURGAON,23.7,,,2,,No,Less than 50%,
77,GURGAON,MOHIT GROVER,Indian National Congress,46947,3,INC+,GEN,Low,South Haryana,Urban,GURGAON,20.4,,,2,,No,Less than 50%,
77,GURGAON,DR. NISHANT ANAND,Aam Aadmi Party,2177,4,AAP,GEN,Low,South Haryana,Urban,GURGAON,0.9,,,2,,No,Less than 50%,
77,GURGAON,NOTA,None of the Above,1075,5,Others,GEN,Low,South Haryana,Urban,GURGAON,0.5,,,2,,No,Less than 50%,
77,GURGAON,ANKIT ALAGH JAN SEWAK,Jan Sewak Kranti Party,517,6,Others,GEN,Low,South Haryana,Urban,GURGAON,0.2,,,2,Others,No,Less than 50%,
77,GURGAON,GAURAV BHATI,Indian National Lok Dal,396,7,INLD+,GEN,Low,South Haryana,Urban,GURGAON,0.2,,,2,,No,Less than 50%,
77,GURGAON,NARESH KUMAR BATRA,Independent,261,8,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,SUNIL,Independent,260,9,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,MUKESH SHARMA,Independent,246,10,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,SANJAY LAL,Independent,221,11,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,ASHOK JANGRA,Jannayak Janta Party,220,12,JNJP+,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,MAHABIR SINGH,Independent,214,13,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,NARENDER KUMAR,Independent,154,14,Others,GEN,Low,South Haryana,Urban,GURGAON,0.1,,,2,,No,Less than 50%,
77,GURGAON,SOHAN LAL SHARMA,Independent,71,15,Others,GEN,Low,South Haryana,Urban,GURGAON,0,,,2,,No,Less than 50%,
77,GURGAON,JAWAHAR LAL,Nehru Janhit Congress,67,16,Others,GEN,Low,South Haryana,Urban,GURGAON,0,,,2,,No,Less than 50%,
77,GURGAON,RAJESH SHEORAN,Bhartiya Kisan Party,51,17,Others,GEN,Low,South Haryana,Urban,GURGAON,0,,,2,,No,Less than 50%,
77,GURGAON,AKSHAT GAIT,Independent,42,18,Others,GEN,Low,South Haryana,Urban,GURGAON,0,,,2,,No,Less than 50%,
78,SOHNA,TEJPAL TANWAR,Bharatiya Janata Party,61243,1,BJP,GEN,Low,South Haryana,Semi-urban,GURGAON,30.1,11877,5.8,4,INC+,No,Less than 50%,
78,SOHNA,ROHTAS SINGH,Indian National Congress,49366,2,INC+,GEN,Low,South Haryana,Semi-urban,GURGAON,24.3,,,4,,No,Less than 50%,
78,SOHNA,JAVED AHMED,Independent,49210,3,Others,GEN,Low,South Haryana,Semi-urban,GURGAON,24.2,,,4,,No,Less than 50%,
78,SOHNA,KALYAN SINGH,Independent,21754,4,Others,GEN,Low,South Haryana,Semi-urban,GURGAON,10.7,,,4,,No,Less than 50%,
78,SOHNA,SUNDER BHADANA,Bahujan Samaj Party,15476,5,INLD+,GEN,Low,South Haryana,Semi-urban,GURGAON,7.6,,,4,,No,Less than 50%,
78,SOHNA,DHARMENDRA KHATANA,Aam Aadmi Party,2857,6,AAP,GEN,Low,South Haryana,Semi-urban,GURGAON,1.4,,,4,,No,Less than 50%,
78,SOHNA,VINESH GUJJAR GHATA,Aazad Samaj Party (Kanshi Ram),2040,7,JNJP+,GEN,Low,South Haryana,Semi-urban,GURGAON,1,,,4,,No,Less than 50%,
78,SOHNA,NOTA,None of the Above,600,8,Others,GEN,Low,South Haryana,Semi-urban,GURGAON,0.3,,,4,,No,Less than 50%,
78,SOHNA,ATAULLAH KHAN,Loktanter Suraksha Party,508,9,Others,GEN,Low,South Haryana,Semi-urban,GURGAON,0.2,,,4,,No,Less than 50%,
78,SOHNA,DAYARAM,Independent,256,10,Others,GEN,Low,South Haryana,Semi-urban,GURGAON,0.1,,,4,,No,Less than 50%,
78,SOHNA,SUBHASH CHAND,Independent,252,11,Others,GEN,Low,South Haryana,Semi-urban,GURGAON,0.1,,,4,,No,Less than 50%,
79,NUH,AFTAB AHMED,Indian National Congress,91833,1,INC+,GEN,Low,South Haryana,Semi-rural,MEWAT,59.3,46963,30.3,2,,Yes,50 - 65%,
79,NUH,TAHIR HUSSAIN,Indian National Lok Dal,44870,2,INLD+,GEN,Low,South Haryana,Semi-rural,MEWAT,29,,,2,,No,50 - 65%,
79,NUH,SANJAY SINGH,Bharatiya Janata Party,15902,3,BJP,GEN,Low,South Haryana,Semi-rural,MEWAT,10.3,,,2,BJP,No,50 - 65%,
79,NUH,BIRENDER,Jannayak Janta Party,1570,4,JNJP+,GEN,Low,South Haryana,Semi-rural,MEWAT,1,,,2,,No,50 - 65%,
79,NUH,NOTA,None of the Above,369,5,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.2,,,2,,No,50 - 65%,
79,NUH,RABIA KIDWAI,Aam Aadmi Party,222,6,AAP,GEN,Low,South Haryana,Semi-rural,MEWAT,0.1,,,2,,No,50 - 65%,
79,NUH,ANWAR,Bharat Jodo Party,190,7,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.1,,,2,,No,50 - 65%,
80,FEROZEPUR JHIRKA,MAMMAN KHAN,Indian National Congress,130497,1,INC+,GEN,Low,South Haryana,Semi-rural,MEWAT,72,98441,54.3,1,,Yes,50 - 65%,
80,FEROZEPUR JHIRKA,NASEEM AHMED,Bharatiya Janata Party,32056,2,BJP,GEN,Low,South Haryana,Semi-rural,MEWAT,17.7,,,1,,No,50 - 65%,
80,FEROZEPUR JHIRKA,MOHAMMAD HABIB,Indian National Lok Dal,15638,3,INLD+,GEN,Low,South Haryana,Semi-rural,MEWAT,8.6,,,1,,No,50 - 65%,
80,FEROZEPUR JHIRKA,MUMTAJ AHMED,Independent,1142,4,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.6,,,1,,No,50 - 65%,
80,FEROZEPUR JHIRKA,JAAN MOHAMMAD,Jannayak Janta Party,720,5,JNJP+,GEN,Low,South Haryana,Semi-rural,MEWAT,0.4,,,1,BJP,No,50 - 65%,
80,FEROZEPUR JHIRKA,NOTA,None of the Above,439,6,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.2,,,1,,No,50 - 65%,
80,FEROZEPUR JHIRKA,NARENDER KUMAR,Independent,257,7,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.1,,,1,,No,50 - 65%,
80,FEROZEPUR JHIRKA,WASEEM ZAFFER,Aam Aadmi Party,234,8,AAP,GEN,Low,South Haryana,Semi-rural,MEWAT,0.1,,,1,,No,50 - 65%,
80,FEROZEPUR JHIRKA,MOHD. HASHIM,Independent,183,9,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.1,,,1,,No,50 - 65%,
81,PUNAHANA,MOHAMMAD ILYAS,Indian National Congress,85300,1,INC+,GEN,Low,South Haryana,Semi-rural,MEWAT,58.3,31916,21.8,2,,No,50 - 65%,
81,PUNAHANA,RAHISH KHAN,Independent,53384,2,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,36.5,,,2,,No,50 - 65%,
81,PUNAHANA,MOHD AIZAZ KHAN,Bharatiya Janata Party,5072,3,BJP,GEN,Low,South Haryana,Semi-rural,MEWAT,3.5,,,2,,No,50 - 65%,
81,PUNAHANA,NAYAB HUSSAIN,Aam Aadmi Party,854,4,AAP,GEN,Low,South Haryana,Semi-rural,MEWAT,0.6,,,2,BJP,No,50 - 65%,
81,PUNAHANA,ATAULLAH,Aazad Samaj Party (Kanshi Ram),829,5,JNJP+,GEN,Low,South Haryana,Semi-rural,MEWAT,0.6,,,2,,No,50 - 65%,
81,PUNAHANA,NOTA,None of the Above,345,6,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.2,,,2,,No,50 - 65%,
81,PUNAHANA,DAYA WATI,Indian National Lok Dal,289,7,INLD+,GEN,Low,South Haryana,Semi-rural,MEWAT,0.2,,,2,,No,50 - 65%,
81,PUNAHANA,SAJID,Independent,206,8,Others,GEN,Low,South Haryana,Semi-rural,MEWAT,0.1,,,2,,No,50 - 65%,
82,HATHIN,MOHD ISRAIL,Indian National Congress,79907,1,INC+,GEN,Low,South Haryana,Semi-rural,PALWAL,42.4,32396,17.2,3,,No,50 - 65%,
82,HATHIN,MANOJ KUMAR,Bharatiya Janata Party,47511,2,BJP,GEN,Low,South Haryana,Semi-rural,PALWAL,25.2,,,3,,No,50 - 65%,
82,HATHIN,TAYUB HUSAIN URF NAZIR AHMED,Indian National Lok Dal,37843,3,INLD+,GEN,Low,South Haryana,Semi-rural,PALWAL,20.1,,,3,,No,50 - 65%,
82,HATHIN,DHARMENDRA TEWATIA,Independent,10494,4,Others,GEN,Low,South Haryana,Semi-rural,PALWAL,5.6,,,3,BJP,No,50 - 65%,
82,HATHIN,RAVINDER KUMAR,Jannayak Janta Party,5699,5,JNJP+,GEN,Low,South Haryana,Semi-rural,PALWAL,3,,,3,,No,50 - 65%,
82,HATHIN,KEHAR SINGH,Independent,4945,6,Others,GEN,Low,South Haryana,Semi-rural,PALWAL,2.6,,,3,,No,50 - 65%,
82,HATHIN,RAJENDRA SINGH RAWAT,Aam Aadmi Party,1055,7,AAP,GEN,Low,South Haryana,Semi-rural,PALWAL,0.6,,,3,,No,50 - 65%,
82,HATHIN,NOTA,None of the Above,432,8,Others,GEN,Low,South Haryana,Semi-rural,PALWAL,0.2,,,3,,No,50 - 65%,
82,HATHIN,PRADEEP KUMAR,Independent,352,9,Others,GEN,Low,South Haryana,Semi-rural,PALWAL,0.2,,,3,,No,50 - 65%,
83,HODAL,HARINDER SINGH,Bharatiya Janata Party,68865,1,BJP,SC,Low,South Haryana,Semi-rural,PALWAL,48.8,2595,1.8,2,,No,50 - 65%,
83,HODAL,UDAI BHAN,Indian National Congress,66270,2,INC+,SC,Low,South Haryana,Semi-rural,PALWAL,47,,,2,,No,50 - 65%,
83,HODAL,NAVEEN ROHILA,Independent,2077,3,Others,SC,Low,South Haryana,Semi-rural,PALWAL,1.5,,,2,,No,50 - 65%,
83,HODAL,SUNIL KUMAR,Indian National Lok Dal,1838,4,INLD+,SC,Low,South Haryana,Semi-rural,PALWAL,1.3,,,2,,No,50 - 65%,
83,HODAL,SUNITA SOROUT,Independent,546,5,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0.4,,,2,,No,50 - 65%,
83,HODAL,NOTA,None of the Above,393,6,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0.3,,,2,,No,50 - 65%,
83,HODAL,MANOHAR,Aam Aadmi Party,292,7,AAP,SC,Low,South Haryana,Semi-rural,PALWAL,0.2,,,2,,No,50 - 65%,
83,HODAL,SATVEER,Jannayak Janta Party,281,8,JNJP+,SC,Low,South Haryana,Semi-rural,PALWAL,0.2,,,2,,No,50 - 65%,
83,HODAL,USHMA DEVI,Independent,194,9,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0.1,,,2,,No,50 - 65%,
83,HODAL,NEERAJ SOUROT,Independent,172,10,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0.1,,,2,,No,50 - 65%,
83,HODAL,YASHVEER,Independent,100,11,Others,SC,Low,South Haryana,Semi-rural,PALWAL,0.1,,,2,,No,50 - 65%,
